region;Year;Medal;Season;medal_count;key;
Afghanistan;2008;Bronze;Summer;1;Afghanistan|2008|Bronze;
Afghanistan;2012;Bronze;Summer;1;Afghanistan|2012|Bronze;
Algeria;1984;Bronze;Summer;2;Algeria|1984|Bronze;
Algeria;1992;Bronze;Summer;1;Algeria|1992|Bronze;
Algeria;1992;Gold;Summer;1;Algeria|1992|Gold;
Algeria;1996;Bronze;Summer;1;Algeria|1996|Bronze;
Algeria;1996;Gold;Summer;2;Algeria|1996|Gold;
Algeria;2000;Bronze;Summer;3;Algeria|2000|Bronze;
Algeria;2000;Gold;Summer;1;Algeria|2000|Gold;
Algeria;2000;Silver;Summer;1;Algeria|2000|Silver;
Algeria;2008;Bronze;Summer;1;Algeria|2008|Bronze;
Algeria;2008;Silver;Summer;1;Algeria|2008|Silver;
Algeria;2012;Gold;Summer;1;Algeria|2012|Gold;
Algeria;2016;Silver;Summer;2;Algeria|2016|Silver;
Argentina;1924;Bronze;Summer;2;Argentina|1924|Bronze;
Argentina;1924;Gold;Summer;1;Argentina|1924|Gold;
Argentina;1924;Silver;Summer;3;Argentina|1924|Silver;
Argentina;1928;Bronze;Summer;1;Argentina|1928|Bronze;
Argentina;1928;Gold;Summer;3;Argentina|1928|Gold;
Argentina;1928;Silver;Summer;3;Argentina|1928|Silver;
Argentina;1932;Gold;Summer;3;Argentina|1932|Gold;
Argentina;1932;Silver;Summer;1;Argentina|1932|Silver;
Argentina;1936;Bronze;Summer;3;Argentina|1936|Bronze;
Argentina;1936;Gold;Summer;2;Argentina|1936|Gold;
Argentina;1936;Silver;Summer;2;Argentina|1936|Silver;
Argentina;1948;Bronze;Summer;1;Argentina|1948|Bronze;
Argentina;1948;Gold;Summer;3;Argentina|1948|Gold;
Argentina;1948;Silver;Summer;3;Argentina|1948|Silver;
Argentina;1952;Bronze;Summer;2;Argentina|1952|Bronze;
Argentina;1952;Gold;Summer;1;Argentina|1952|Gold;
Argentina;1952;Silver;Summer;2;Argentina|1952|Silver;
Argentina;1956;Bronze;Summer;1;Argentina|1956|Bronze;
Argentina;1956;Silver;Summer;1;Argentina|1956|Silver;
Argentina;1960;Bronze;Summer;1;Argentina|1960|Bronze;
Argentina;1960;Silver;Summer;1;Argentina|1960|Silver;
Argentina;1964;Silver;Summer;1;Argentina|1964|Silver;
Argentina;1968;Bronze;Summer;2;Argentina|1968|Bronze;
Argentina;1972;Silver;Summer;1;Argentina|1972|Silver;
Argentina;1988;Bronze;Summer;1;Argentina|1988|Bronze;
Argentina;1988;Silver;Summer;1;Argentina|1988|Silver;
Argentina;1992;Bronze;Summer;1;Argentina|1992|Bronze;
Argentina;1996;Bronze;Summer;1;Argentina|1996|Bronze;
Argentina;1996;Silver;Summer;2;Argentina|1996|Silver;
Argentina;2000;Bronze;Summer;2;Argentina|2000|Bronze;
Argentina;2000;Silver;Summer;2;Argentina|2000|Silver;
Argentina;2004;Bronze;Summer;4;Argentina|2004|Bronze;
Argentina;2004;Gold;Summer;2;Argentina|2004|Gold;
Argentina;2008;Bronze;Summer;4;Argentina|2008|Bronze;
Argentina;2008;Gold;Summer;2;Argentina|2008|Gold;
Argentina;2012;Bronze;Summer;2;Argentina|2012|Bronze;
Argentina;2012;Gold;Summer;1;Argentina|2012|Gold;
Argentina;2012;Silver;Summer;1;Argentina|2012|Silver;
Argentina;2016;Gold;Summer;3;Argentina|2016|Gold;
Argentina;2016;Silver;Summer;1;Argentina|2016|Silver;
Armenia;1996;Gold;Summer;1;Armenia|1996|Gold;
Armenia;1996;Silver;Summer;1;Armenia|1996|Silver;
Armenia;2000;Bronze;Summer;1;Armenia|2000|Bronze;
Armenia;2008;Bronze;Summer;6;Armenia|2008|Bronze;
Armenia;2012;Bronze;Summer;2;Armenia|2012|Bronze;
Armenia;2012;Silver;Summer;1;Armenia|2012|Silver;
Armenia;2016;Gold;Summer;1;Armenia|2016|Gold;
Armenia;2016;Silver;Summer;3;Armenia|2016|Silver;
Australia;1896;Bronze;Summer;1;Australia|1896|Bronze;
Australia;1896;Gold;Summer;2;Australia|1896|Gold;
Australia;1900;Bronze;Summer;3;Australia|1900|Bronze;
Australia;1900;Gold;Summer;3;Australia|1900|Gold;
Australia;1904;Bronze;Summer;1;Australia|1904|Bronze;
Australia;1904;Silver;Summer;3;Australia|1904|Silver;
Australia;1906;Bronze;Summer;3;Australia|1906|Bronze;
Australia;1908;Bronze;Summer;2;Australia|1908|Bronze;
Australia;1908;Gold;Summer;1;Australia|1908|Gold;
Australia;1908;Silver;Summer;2;Australia|1908|Silver;
Australia;1912;Bronze;Summer;3;Australia|1912|Bronze;
Australia;1912;Gold;Summer;2;Australia|1912|Gold;
Australia;1912;Silver;Summer;2;Australia|1912|Silver;
Australia;1920;Bronze;Summer;1;Australia|1920|Bronze;
Australia;1920;Silver;Summer;2;Australia|1920|Silver;
Australia;1924;Bronze;Summer;2;Australia|1924|Bronze;
Australia;1924;Gold;Summer;3;Australia|1924|Gold;
Australia;1924;Gold;Winter;1;Australia|1924|Gold;
Australia;1924;Silver;Summer;1;Australia|1924|Silver;
Australia;1928;Bronze;Summer;1;Australia|1928|Bronze;
Australia;1928;Gold;Summer;1;Australia|1928|Gold;
Australia;1928;Silver;Summer;2;Australia|1928|Silver;
Australia;1932;Bronze;Summer;1;Australia|1932|Bronze;
Australia;1932;Gold;Summer;3;Australia|1932|Gold;
Australia;1932;Silver;Summer;1;Australia|1932|Silver;
Australia;1936;Bronze;Summer;1;Australia|1936|Bronze;
Australia;1948;Bronze;Summer;5;Australia|1948|Bronze;
Australia;1948;Gold;Summer;2;Australia|1948|Gold;
Australia;1948;Silver;Summer;6;Australia|1948|Silver;
Australia;1952;Bronze;Summer;3;Australia|1952|Bronze;
Australia;1952;Gold;Summer;6;Australia|1952|Gold;
Australia;1952;Silver;Summer;2;Australia|1952|Silver;
Australia;1956;Bronze;Summer;14;Australia|1956|Bronze;
Australia;1956;Gold;Summer;13;Australia|1956|Gold;
Australia;1956;Silver;Summer;8;Australia|1956|Silver;
Australia;1960;Bronze;Summer;6;Australia|1960|Bronze;
Australia;1960;Gold;Summer;8;Australia|1960|Gold;
Australia;1960;Silver;Summer;8;Australia|1960|Silver;
Australia;1964;Bronze;Summer;10;Australia|1964|Bronze;
Australia;1964;Gold;Summer;6;Australia|1964|Gold;
Australia;1964;Silver;Summer;2;Australia|1964|Silver;
Australia;1968;Bronze;Summer;5;Australia|1968|Bronze;
Australia;1968;Gold;Summer;5;Australia|1968|Gold;
Australia;1968;Silver;Summer;7;Australia|1968|Silver;
Australia;1972;Bronze;Summer;2;Australia|1972|Bronze;
Australia;1972;Gold;Summer;8;Australia|1972|Gold;
Australia;1972;Silver;Summer;7;Australia|1972|Silver;
Australia;1976;Bronze;Summer;4;Australia|1976|Bronze;
Australia;1976;Silver;Summer;1;Australia|1976|Silver;
Australia;1980;Bronze;Summer;5;Australia|1980|Bronze;
Australia;1980;Gold;Summer;2;Australia|1980|Gold;
Australia;1980;Silver;Summer;2;Australia|1980|Silver;
Australia;1984;Bronze;Summer;12;Australia|1984|Bronze;
Australia;1984;Gold;Summer;4;Australia|1984|Gold;
Australia;1984;Silver;Summer;8;Australia|1984|Silver;
Australia;1988;Bronze;Summer;5;Australia|1988|Bronze;
Australia;1988;Gold;Summer;3;Australia|1988|Gold;
Australia;1988;Silver;Summer;6;Australia|1988|Silver;
Australia;1992;Bronze;Summer;11;Australia|1992|Bronze;
Australia;1992;Gold;Summer;7;Australia|1992|Gold;
Australia;1992;Silver;Summer;9;Australia|1992|Silver;
Australia;1994;Bronze;Winter;1;Australia|1994|Bronze;
Australia;1996;Bronze;Summer;23;Australia|1996|Bronze;
Australia;1996;Gold;Summer;9;Australia|1996|Gold;
Australia;1996;Silver;Summer;9;Australia|1996|Silver;
Australia;1998;Bronze;Winter;1;Australia|1998|Bronze;
Australia;2000;Bronze;Summer;17;Australia|2000|Bronze;
Australia;2000;Gold;Summer;16;Australia|2000|Gold;
Australia;2000;Silver;Summer;25;Australia|2000|Silver;
Australia;2002;Gold;Winter;2;Australia|2002|Gold;
Australia;2004;Bronze;Summer;17;Australia|2004|Bronze;
Australia;2004;Gold;Summer;17;Australia|2004|Gold;
Australia;2004;Silver;Summer;16;Australia|2004|Silver;
Australia;2006;Bronze;Winter;1;Australia|2006|Bronze;
Australia;2006;Gold;Winter;1;Australia|2006|Gold;
Australia;2008;Bronze;Summer;17;Australia|2008|Bronze;
Australia;2008;Gold;Summer;14;Australia|2008|Gold;
Australia;2008;Silver;Summer;15;Australia|2008|Silver;
Australia;2010;Gold;Winter;2;Australia|2010|Gold;
Australia;2010;Silver;Winter;1;Australia|2010|Silver;
Australia;2012;Bronze;Summer;12;Australia|2012|Bronze;
Australia;2012;Gold;Summer;7;Australia|2012|Gold;
Australia;2012;Silver;Summer;16;Australia|2012|Silver;
Australia;2014;Bronze;Winter;1;Australia|2014|Bronze;
Australia;2014;Silver;Winter;2;Australia|2014|Silver;
Australia;2016;Bronze;Summer;10;Australia|2016|Bronze;
Australia;2016;Gold;Summer;8;Australia|2016|Gold;
Australia;2016;Silver;Summer;11;Australia|2016|Silver;
Austria;1896;Bronze;Summer;2;Austria|1896|Bronze;
Austria;1896;Gold;Summer;2;Austria|1896|Gold;
Austria;1896;Silver;Summer;1;Austria|1896|Silver;
Austria;1900;Bronze;Summer;3;Austria|1900|Bronze;
Austria;1900;Silver;Summer;3;Austria|1900|Silver;
Austria;1904;Bronze;Summer;1;Austria|1904|Bronze;
Austria;1904;Gold;Summer;2;Austria|1904|Gold;
Austria;1904;Silver;Summer;1;Austria|1904|Silver;
Austria;1906;Bronze;Summer;3;Austria|1906|Bronze;
Austria;1906;Gold;Summer;3;Austria|1906|Gold;
Austria;1906;Silver;Summer;3;Austria|1906|Silver;
Austria;1908;Bronze;Summer;1;Austria|1908|Bronze;
Austria;1912;Bronze;Summer;2;Austria|1912|Bronze;
Austria;1912;Silver;Summer;2;Austria|1912|Silver;
Austria;1924;Bronze;Summer;1;Austria|1924|Bronze;
Austria;1924;Gold;Winter;2;Austria|1924|Gold;
Austria;1924;Silver;Summer;3;Austria|1924|Silver;
Austria;1924;Silver;Winter;1;Austria|1924|Silver;
Austria;1928;Bronze;Summer;1;Austria|1928|Bronze;
Austria;1928;Bronze;Winter;1;Austria|1928|Bronze;
Austria;1928;Gold;Summer;3;Austria|1928|Gold;
Austria;1928;Silver;Winter;3;Austria|1928|Silver;
Austria;1932;Bronze;Summer;3;Austria|1932|Bronze;
Austria;1932;Gold;Summer;1;Austria|1932|Gold;
Austria;1932;Gold;Winter;1;Austria|1932|Gold;
Austria;1932;Silver;Summer;1;Austria|1932|Silver;
Austria;1932;Silver;Winter;1;Austria|1932|Silver;
Austria;1936;Bronze;Summer;5;Austria|1936|Bronze;
Austria;1936;Bronze;Winter;2;Austria|1936|Bronze;
Austria;1936;Gold;Summer;5;Austria|1936|Gold;
Austria;1936;Gold;Winter;1;Austria|1936|Gold;
Austria;1936;Silver;Summer;7;Austria|1936|Silver;
Austria;1936;Silver;Winter;1;Austria|1936|Silver;
Austria;1948;Bronze;Summer;4;Austria|1948|Bronze;
Austria;1948;Bronze;Winter;4;Austria|1948|Bronze;
Austria;1948;Gold;Summer;2;Austria|1948|Gold;
Austria;1948;Gold;Winter;1;Austria|1948|Gold;
Austria;1948;Silver;Summer;2;Austria|1948|Silver;
Austria;1948;Silver;Winter;3;Austria|1948|Silver;
Austria;1952;Bronze;Summer;1;Austria|1952|Bronze;
Austria;1952;Bronze;Winter;2;Austria|1952|Bronze;
Austria;1952;Gold;Winter;2;Austria|1952|Gold;
Austria;1952;Silver;Summer;1;Austria|1952|Silver;
Austria;1952;Silver;Winter;4;Austria|1952|Silver;
Austria;1956;Bronze;Summer;2;Austria|1956|Bronze;
Austria;1956;Bronze;Winter;4;Austria|1956|Bronze;
Austria;1956;Gold;Winter;4;Austria|1956|Gold;
Austria;1956;Silver;Winter;3;Austria|1956|Silver;
Austria;1960;Bronze;Winter;3;Austria|1960|Bronze;
Austria;1960;Gold;Summer;1;Austria|1960|Gold;
Austria;1960;Gold;Winter;1;Austria|1960|Gold;
Austria;1960;Silver;Summer;1;Austria|1960|Silver;
Austria;1960;Silver;Winter;2;Austria|1960|Silver;
Austria;1964;Bronze;Winter;3;Austria|1964|Bronze;
Austria;1964;Gold;Winter;4;Austria|1964|Gold;
Austria;1964;Silver;Winter;5;Austria|1964|Silver;
Austria;1968;Bronze;Summer;2;Austria|1968|Bronze;
Austria;1968;Bronze;Winter;4;Austria|1968|Bronze;
Austria;1968;Gold;Winter;3;Austria|1968|Gold;
Austria;1968;Silver;Summer;2;Austria|1968|Silver;
Austria;1968;Silver;Winter;4;Austria|1968|Silver;
Austria;1972;Bronze;Summer;2;Austria|1972|Bronze;
Austria;1972;Bronze;Winter;2;Austria|1972|Bronze;
Austria;1972;Gold;Winter;1;Austria|1972|Gold;
Austria;1972;Silver;Summer;1;Austria|1972|Silver;
Austria;1972;Silver;Winter;2;Austria|1972|Silver;
Austria;1976;Bronze;Summer;1;Austria|1976|Bronze;
Austria;1976;Bronze;Winter;2;Austria|1976|Bronze;
Austria;1976;Gold;Winter;2;Austria|1976|Gold;
Austria;1976;Silver;Winter;2;Austria|1976|Silver;
Austria;1980;Bronze;Summer;1;Austria|1980|Bronze;
Austria;1980;Bronze;Winter;2;Austria|1980|Bronze;
Austria;1980;Gold;Summer;1;Austria|1980|Gold;
Austria;1980;Gold;Winter;3;Austria|1980|Gold;
Austria;1980;Silver;Summer;2;Austria|1980|Silver;
Austria;1980;Silver;Winter;2;Austria|1980|Silver;
Austria;1984;Bronze;Summer;1;Austria|1984|Bronze;
Austria;1984;Bronze;Winter;1;Austria|1984|Bronze;
Austria;1984;Gold;Summer;1;Austria|1984|Gold;
Austria;1984;Silver;Summer;1;Austria|1984|Silver;
Austria;1988;Bronze;Winter;2;Austria|1988|Bronze;
Austria;1988;Gold;Summer;1;Austria|1988|Gold;
Austria;1988;Gold;Winter;3;Austria|1988|Gold;
Austria;1988;Silver;Winter;5;Austria|1988|Silver;
Austria;1992;Bronze;Winter;8;Austria|1992|Bronze;
Austria;1992;Gold;Winter;6;Austria|1992|Gold;
Austria;1992;Silver;Summer;2;Austria|1992|Silver;
Austria;1992;Silver;Winter;7;Austria|1992|Silver;
Austria;1994;Bronze;Winter;4;Austria|1994|Bronze;
Austria;1994;Gold;Winter;2;Austria|1994|Gold;
Austria;1994;Silver;Winter;3;Austria|1994|Silver;
Austria;1996;Bronze;Summer;2;Austria|1996|Bronze;
Austria;1996;Silver;Summer;1;Austria|1996|Silver;
Austria;1998;Bronze;Winter;9;Austria|1998|Bronze;
Austria;1998;Gold;Winter;3;Austria|1998|Gold;
Austria;1998;Silver;Winter;5;Austria|1998|Silver;
Austria;2000;Gold;Summer;2;Austria|2000|Gold;
Austria;2000;Silver;Summer;1;Austria|2000|Silver;
Austria;2002;Bronze;Winter;10;Austria|2002|Bronze;
Austria;2002;Gold;Winter;3;Austria|2002|Gold;
Austria;2002;Silver;Winter;4;Austria|2002|Silver;
Austria;2004;Bronze;Summer;1;Austria|2004|Bronze;
Austria;2004;Gold;Summer;2;Austria|2004|Gold;
Austria;2004;Silver;Summer;4;Austria|2004|Silver;
Austria;2006;Bronze;Winter;7;Austria|2006|Bronze;
Austria;2006;Gold;Winter;9;Austria|2006|Gold;
Austria;2006;Silver;Winter;7;Austria|2006|Silver;
Austria;2008;Bronze;Summer;2;Austria|2008|Bronze;
Austria;2008;Silver;Summer;1;Austria|2008|Silver;
Austria;2010;Bronze;Winter;6;Austria|2010|Bronze;
Austria;2010;Gold;Winter;4;Austria|2010|Gold;
Austria;2010;Silver;Winter;6;Austria|2010|Silver;
Austria;2014;Bronze;Winter;5;Austria|2014|Bronze;
Austria;2014;Gold;Winter;4;Austria|2014|Gold;
Austria;2014;Silver;Winter;8;Austria|2014|Silver;
Austria;2016;Bronze;Summer;1;Austria|2016|Bronze;
Azerbaijan;1996;Silver;Summer;1;Azerbaijan|1996|Silver;
Azerbaijan;2000;Bronze;Summer;1;Azerbaijan|2000|Bronze;
Azerbaijan;2000;Gold;Summer;2;Azerbaijan|2000|Gold;
Azerbaijan;2004;Bronze;Summer;4;Azerbaijan|2004|Bronze;
Azerbaijan;2004;Gold;Summer;1;Azerbaijan|2004|Gold;
Azerbaijan;2008;Bronze;Summer;4;Azerbaijan|2008|Bronze;
Azerbaijan;2008;Gold;Summer;1;Azerbaijan|2008|Gold;
Azerbaijan;2008;Silver;Summer;2;Azerbaijan|2008|Silver;
Azerbaijan;2012;Bronze;Summer;6;Azerbaijan|2012|Bronze;
Azerbaijan;2012;Gold;Summer;2;Azerbaijan|2012|Gold;
Azerbaijan;2012;Silver;Summer;2;Azerbaijan|2012|Silver;
Azerbaijan;2016;Bronze;Summer;10;Azerbaijan|2016|Bronze;
Azerbaijan;2016;Gold;Summer;1;Azerbaijan|2016|Gold;
Azerbaijan;2016;Silver;Summer;7;Azerbaijan|2016|Silver;
Bahamas;1956;Bronze;Summer;1;Bahamas|1956|Bronze;
Bahamas;1964;Gold;Summer;1;Bahamas|1964|Gold;
Bahamas;1992;Bronze;Summer;1;Bahamas|1992|Bronze;
Bahamas;1996;Silver;Summer;1;Bahamas|1996|Silver;
Bahamas;2000;Bronze;Summer;1;Bahamas|2000|Bronze;
Bahamas;2000;Gold;Summer;2;Bahamas|2000|Gold;
Bahamas;2004;Bronze;Summer;1;Bahamas|2004|Bronze;
Bahamas;2004;Gold;Summer;1;Bahamas|2004|Gold;
Bahamas;2008;Bronze;Summer;1;Bahamas|2008|Bronze;
Bahamas;2008;Silver;Summer;1;Bahamas|2008|Silver;
Bahamas;2012;Gold;Summer;1;Bahamas|2012|Gold;
Bahamas;2016;Bronze;Summer;1;Bahamas|2016|Bronze;
Bahamas;2016;Gold;Summer;1;Bahamas|2016|Gold;
Bahrain;2012;Bronze;Summer;1;Bahrain|2012|Bronze;
Bahrain;2016;Gold;Summer;1;Bahrain|2016|Gold;
Bahrain;2016;Silver;Summer;1;Bahrain|2016|Silver;
Barbados;2000;Bronze;Summer;1;Barbados|2000|Bronze;
Belarus;1994;Silver;Winter;2;Belarus|1994|Silver;
Belarus;1996;Bronze;Summer;8;Belarus|1996|Bronze;
Belarus;1996;Gold;Summer;1;Belarus|1996|Gold;
Belarus;1996;Silver;Summer;6;Belarus|1996|Silver;
Belarus;1998;Bronze;Winter;2;Belarus|1998|Bronze;
Belarus;2000;Bronze;Summer;11;Belarus|2000|Bronze;
Belarus;2000;Gold;Summer;3;Belarus|2000|Gold;
Belarus;2000;Silver;Summer;3;Belarus|2000|Silver;
Belarus;2002;Bronze;Winter;1;Belarus|2002|Bronze;
Belarus;2004;Bronze;Summer;6;Belarus|2004|Bronze;
Belarus;2004;Gold;Summer;2;Belarus|2004|Gold;
Belarus;2004;Silver;Summer;5;Belarus|2004|Silver;
Belarus;2006;Silver;Winter;1;Belarus|2006|Silver;
Belarus;2008;Bronze;Summer;9;Belarus|2008|Bronze;
Belarus;2008;Gold;Summer;4;Belarus|2008|Gold;
Belarus;2008;Silver;Summer;5;Belarus|2008|Silver;
Belarus;2010;Bronze;Winter;1;Belarus|2010|Bronze;
Belarus;2010;Gold;Winter;1;Belarus|2010|Gold;
Belarus;2010;Silver;Winter;1;Belarus|2010|Silver;
Belarus;2012;Bronze;Summer;5;Belarus|2012|Bronze;
Belarus;2012;Gold;Summer;2;Belarus|2012|Gold;
Belarus;2012;Silver;Summer;5;Belarus|2012|Silver;
Belarus;2014;Bronze;Winter;1;Belarus|2014|Bronze;
Belarus;2014;Gold;Winter;5;Belarus|2014|Gold;
Belarus;2016;Bronze;Summer;4;Belarus|2016|Bronze;
Belarus;2016;Gold;Summer;1;Belarus|2016|Gold;
Belarus;2016;Silver;Summer;4;Belarus|2016|Silver;
Belgium;1900;Bronze;Summer;5;Belgium|1900|Bronze;
Belgium;1900;Gold;Summer;6;Belgium|1900|Gold;
Belgium;1900;Silver;Summer;7;Belgium|1900|Silver;
Belgium;1906;Bronze;Summer;3;Belgium|1906|Bronze;
Belgium;1906;Gold;Summer;2;Belgium|1906|Gold;
Belgium;1906;Silver;Summer;2;Belgium|1906|Silver;
Belgium;1908;Bronze;Summer;2;Belgium|1908|Bronze;
Belgium;1908;Gold;Summer;1;Belgium|1908|Gold;
Belgium;1908;Silver;Summer;5;Belgium|1908|Silver;
Belgium;1912;Bronze;Summer;3;Belgium|1912|Bronze;
Belgium;1912;Gold;Summer;2;Belgium|1912|Gold;
Belgium;1912;Silver;Summer;1;Belgium|1912|Silver;
Belgium;1920;Bronze;Summer;14;Belgium|1920|Bronze;
Belgium;1920;Gold;Summer;16;Belgium|1920|Gold;
Belgium;1920;Silver;Summer;12;Belgium|1920|Silver;
Belgium;1924;Bronze;Summer;3;Belgium|1924|Bronze;
Belgium;1924;Bronze;Winter;1;Belgium|1924|Bronze;
Belgium;1924;Gold;Summer;3;Belgium|1924|Gold;
Belgium;1924;Silver;Summer;7;Belgium|1924|Silver;
Belgium;1928;Bronze;Summer;2;Belgium|1928|Bronze;
Belgium;1928;Bronze;Winter;1;Belgium|1928|Bronze;
Belgium;1928;Silver;Summer;1;Belgium|1928|Silver;
Belgium;1932;Bronze;Summer;1;Belgium|1932|Bronze;
Belgium;1936;Bronze;Summer;3;Belgium|1936|Bronze;
Belgium;1948;Bronze;Summer;3;Belgium|1948|Bronze;
Belgium;1948;Gold;Summer;2;Belgium|1948|Gold;
Belgium;1948;Gold;Winter;1;Belgium|1948|Gold;
Belgium;1948;Silver;Summer;2;Belgium|1948|Silver;
Belgium;1948;Silver;Winter;1;Belgium|1948|Silver;
Belgium;1952;Gold;Summer;2;Belgium|1952|Gold;
Belgium;1952;Silver;Summer;2;Belgium|1952|Silver;
Belgium;1956;Silver;Summer;2;Belgium|1956|Silver;
Belgium;1960;Bronze;Summer;2;Belgium|1960|Bronze;
Belgium;1960;Silver;Summer;2;Belgium|1960|Silver;
Belgium;1964;Bronze;Summer;1;Belgium|1964|Bronze;
Belgium;1964;Gold;Summer;2;Belgium|1964|Gold;
Belgium;1968;Bronze;Summer;1;Belgium|1968|Bronze;
Belgium;1968;Silver;Summer;1;Belgium|1968|Silver;
Belgium;1972;Silver;Summer;2;Belgium|1972|Silver;
Belgium;1976;Bronze;Summer;3;Belgium|1976|Bronze;
Belgium;1976;Silver;Summer;3;Belgium|1976|Silver;
Belgium;1980;Gold;Summer;1;Belgium|1980|Gold;
Belgium;1984;Bronze;Summer;2;Belgium|1984|Bronze;
Belgium;1984;Gold;Summer;1;Belgium|1984|Gold;
Belgium;1984;Silver;Summer;1;Belgium|1984|Silver;
Belgium;1988;Bronze;Summer;2;Belgium|1988|Bronze;
Belgium;1992;Bronze;Summer;2;Belgium|1992|Bronze;
Belgium;1992;Silver;Summer;1;Belgium|1992|Silver;
Belgium;1996;Bronze;Summer;2;Belgium|1996|Bronze;
Belgium;1996;Gold;Summer;2;Belgium|1996|Gold;
Belgium;1996;Silver;Summer;2;Belgium|1996|Silver;
Belgium;1998;Bronze;Winter;1;Belgium|1998|Bronze;
Belgium;2000;Bronze;Summer;3;Belgium|2000|Bronze;
Belgium;2000;Silver;Summer;2;Belgium|2000|Silver;
Belgium;2004;Bronze;Summer;2;Belgium|2004|Bronze;
Belgium;2004;Gold;Summer;1;Belgium|2004|Gold;
Belgium;2008;Gold;Summer;1;Belgium|2008|Gold;
Belgium;2008;Silver;Summer;1;Belgium|2008|Silver;
Belgium;2012;Bronze;Summer;2;Belgium|2012|Bronze;
Belgium;2012;Silver;Summer;1;Belgium|2012|Silver;
Belgium;2016;Bronze;Summer;2;Belgium|2016|Bronze;
Belgium;2016;Gold;Summer;2;Belgium|2016|Gold;
Belgium;2016;Silver;Summer;2;Belgium|2016|Silver;
Bermuda;1976;Bronze;Summer;1;Bermuda|1976|Bronze;
Botswana;2012;Silver;Summer;1;Botswana|2012|Silver;
Brazil;1920;Bronze;Summer;1;Brazil|1920|Bronze;
Brazil;1920;Gold;Summer;1;Brazil|1920|Gold;
Brazil;1920;Silver;Summer;1;Brazil|1920|Silver;
Brazil;1948;Bronze;Summer;1;Brazil|1948|Bronze;
Brazil;1952;Bronze;Summer;2;Brazil|1952|Bronze;
Brazil;1952;Gold;Summer;1;Brazil|1952|Gold;
Brazil;1956;Gold;Summer;1;Brazil|1956|Gold;
Brazil;1960;Bronze;Summer;2;Brazil|1960|Bronze;
Brazil;1964;Bronze;Summer;1;Brazil|1964|Bronze;
Brazil;1968;Bronze;Summer;2;Brazil|1968|Bronze;
Brazil;1968;Silver;Summer;1;Brazil|1968|Silver;
Brazil;1972;Bronze;Summer;2;Brazil|1972|Bronze;
Brazil;1976;Bronze;Summer;2;Brazil|1976|Bronze;
Brazil;1980;Bronze;Summer;2;Brazil|1980|Bronze;
Brazil;1980;Gold;Summer;2;Brazil|1980|Gold;
Brazil;1984;Bronze;Summer;2;Brazil|1984|Bronze;
Brazil;1984;Gold;Summer;1;Brazil|1984|Gold;
Brazil;1984;Silver;Summer;5;Brazil|1984|Silver;
Brazil;1988;Bronze;Summer;3;Brazil|1988|Bronze;
Brazil;1988;Gold;Summer;1;Brazil|1988|Gold;
Brazil;1988;Silver;Summer;2;Brazil|1988|Silver;
Brazil;1992;Gold;Summer;2;Brazil|1992|Gold;
Brazil;1992;Silver;Summer;1;Brazil|1992|Silver;
Brazil;1996;Bronze;Summer;9;Brazil|1996|Bronze;
Brazil;1996;Gold;Summer;3;Brazil|1996|Gold;
Brazil;1996;Silver;Summer;3;Brazil|1996|Silver;
Brazil;2000;Bronze;Summer;6;Brazil|2000|Bronze;
Brazil;2000;Silver;Summer;6;Brazil|2000|Silver;
Brazil;2004;Bronze;Summer;3;Brazil|2004|Bronze;
Brazil;2004;Gold;Summer;5;Brazil|2004|Gold;
Brazil;2004;Silver;Summer;2;Brazil|2004|Silver;
Brazil;2008;Bronze;Summer;9;Brazil|2008|Bronze;
Brazil;2008;Gold;Summer;3;Brazil|2008|Gold;
Brazil;2008;Silver;Summer;4;Brazil|2008|Silver;
Brazil;2012;Bronze;Summer;9;Brazil|2012|Bronze;
Brazil;2012;Gold;Summer;3;Brazil|2012|Gold;
Brazil;2012;Silver;Summer;5;Brazil|2012|Silver;
Brazil;2016;Bronze;Summer;6;Brazil|2016|Bronze;
Brazil;2016;Gold;Summer;7;Brazil|2016|Gold;
Brazil;2016;Silver;Summer;6;Brazil|2016|Silver;
Bulgaria;1952;Bronze;Summer;1;Bulgaria|1952|Bronze;
Bulgaria;1956;Bronze;Summer;1;Bulgaria|1956|Bronze;
Bulgaria;1956;Gold;Summer;1;Bulgaria|1956|Gold;
Bulgaria;1956;Silver;Summer;3;Bulgaria|1956|Silver;
Bulgaria;1960;Bronze;Summer;3;Bulgaria|1960|Bronze;
Bulgaria;1960;Gold;Summer;1;Bulgaria|1960|Gold;
Bulgaria;1960;Silver;Summer;3;Bulgaria|1960|Silver;
Bulgaria;1964;Bronze;Summer;2;Bulgaria|1964|Bronze;
Bulgaria;1964;Gold;Summer;3;Bulgaria|1964|Gold;
Bulgaria;1964;Silver;Summer;5;Bulgaria|1964|Silver;
Bulgaria;1968;Bronze;Summer;3;Bulgaria|1968|Bronze;
Bulgaria;1968;Gold;Summer;2;Bulgaria|1968|Gold;
Bulgaria;1968;Silver;Summer;4;Bulgaria|1968|Silver;
Bulgaria;1972;Bronze;Summer;5;Bulgaria|1972|Bronze;
Bulgaria;1972;Gold;Summer;6;Bulgaria|1972|Gold;
Bulgaria;1972;Silver;Summer;10;Bulgaria|1972|Silver;
Bulgaria;1976;Bronze;Summer;7;Bulgaria|1976|Bronze;
